ID,SRNA_NAME,TARGET_NAME,TAXID,ORG_CODE,STRAIN_NAME,SRNA_TYPE,SRNA_LENGTH,SRNA_START,SRNA_END,SRNA_STRAND,TARGET_TYPE,TARGET_LENGTH,TARGET_START,TARGET_END,TARGET_STRAND,REGULATION
746,Qrr4,luxM,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,1833376,1833484,reverse,mRMA,0,0,0,,2
747,Qrr1,luxN,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,95,2983624,2983718,forward,mRMA,0,0,0,,2
748,Qrr2,luxN,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,111193,111301,forward,mRMA,0,0,0,,2
749,Qrr3,luxN,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,555291,555399,reverse,mRMA,0,0,0,,2
750,Qrr4,luxN,338187,vha,Vibrio campbellii ATCC BAA-1116,Trans-encoded antisense,109,1833376,1833484,reverse,mRMA,0,0,0,,2
751,FasX,cpa,160490,spy,Streptococcus pyogenes M1 GAS,Trans-encoded antisense,205,213738,213942,forward,mRMA,0,0,0,,2
752,FasX,113,370552,spy2,Streptococcus pyogenes MGAS10270,Trans-encoded antisense,360,219013,219372,forward,mRMA,690,113039,113728,2,2
753,FasX,tee6,286636,spy6,Streptococcus pyogenes MGAS10394,Trans-encoded antisense,,0,0,,mRMA,0,0,0,,2
754,FasX,fctA,319701,spy28,Streptococcus pyogenes MGAS6180,Trans-encoded antisense,360,218321,218680,forward,mRMA,0,0,0,,2
755,VqmR,VCA0068,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,151,1031438,1031588,forward,mRMA,1644,77459,79102,2,2
756,VqmR,VC0200,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,151,1031438,1031588,forward,mRMA,2157,206433,208589,1,2
757,VqmR,VC1063,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,151,1031438,1031588,forward,mRMA,861,1130556,1131416,2,2
758,VqmR,vpsT,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,151,1031438,1031588,forward,mRMA,675,901426,902100,2,2
759,VqmR,VC1865,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,151,1031438,1031588,forward,mRMA,1554,2005135,2006688,1,2
760,VqmR,VC1449,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,151,1031438,1031588,forward,mRMA,360,1549277,1549636,1,2
761,VqmR,VCA0917,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,151,1031438,1031588,forward,mRMA,486,870338,870823,2,2
762,VqmR,VCA0591,243277,vch,Vibrio cholerae O1 biovar El Tor str. N16961,Trans-encoded antisense,151,1031438,1031588,forward,mRMA,1836,528565,530400,2,2
763,CcsR1,flhR,272943,rsp,Rhodobacter sphaeroides 2.4.1,Trans-encoded antisense,83,692374,692456,reverse,mRMA,708,1233437,1234144,1,2
764,CcsR2,flhR,272943,rsp,Rhodobacter sphaeroides 2.4.1,Trans-encoded antisense,81,692270,692350,reverse,mRMA,708,1233437,1234144,1,2
765,CcsR3,flhR,272943,rsp,Rhodobacter sphaeroides 2.4.1,Trans-encoded antisense,78,692158,692235,reverse,mRMA,708,1233437,1234144,1,2
766,CcsR4,flhR,272943,rsp,Rhodobacter sphaeroides 2.4.1,Trans-encoded antisense,78,691701,691778,reverse,mRMA,708,1233437,1234144,1,2
767,RnaC,abrB,224308,bsu,Bacillus subtilis subsp. subtilis str. 168,Trans-encoded antisense,,0,0,,mRMA,291,44848,45138,2,2
769,SorY,takP,272943,rsp,Rhodobacter sphaeroides 2.4.1,Trans-encoded antisense,,0,0,,mRMA,1098,1807968,1809065,1,2
770,BSR0602,gntR,224914,bmb,Brucella melitensis bv. 1 str. 16M,Trans-encoded antisense,,0,0,,mRMA,684,102110,102793,1,2
771,AbcR1,Atu4431,176299,atu,Agrobacterium fabrum str. C58,Trans-encoded antisense,117,2163254,2163370,forward,mRMA,1638,1573837,1575474,1,2
